anime,Boku no Hero Academia 5th Season,Tokyo Revengers,Fumetsu no Anata e,"Ijiranaide, Nagatoro-san",Hige wo Soru. Soshite Joshikousei wo Hirou.,86,Vivy: Fluorite Eye's Song,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Fruits Basket: The Final,"Sentouin, Hakenshimasu!","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Tensura Nikki: Tensei shitara Slime Datta Ken,Odd Taxi,Shaman King (2021),Osananajimi ga Zettai ni Makenai Love Comedy,Mairimashita! Iruma-kun 2nd Season,Koi to Yobu ni wa Kimochi Warui,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Edens Zero,Zombieland Saga: Revenge,Yuukoku no Moriarty 2nd Season,Nomad: Megalo Box 2,Shadows House,Seijo no Maryoku wa Bannou Desu,Mashiro no Oto,Mars Red,SSSS.Dynazenon,Shakunetsu Kabaddi,Jouran: The Princess of Snow and Blood,Super Cub,Bakuten!!,Bishounen Tanteidan,Subarashiki Kono Sekai The Animation,Godzilla: S.P,"Dragon, Ie wo Kau.",Seven Knights Revolution: Eiyuu no Keishousha,Sayonara Watashi no Cramer,Yakunara Mug Cup mo,Kuro Gal ni Natta kara Shinyuu to shitemita.,Blue Reflection Ray,Cestvs: The Roman Fighter,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,Cardfight!! Vanguard: overDress,Battle Athletess Daiundoukai ReSTART!,Yuuki Yuuna wa Yuusha de Aru Churutto!,Itazuraguma no Gloomy,Dinosaur Biyori,Youkai Watch ♪,Shikaru Neko,Mazica Party,Mewkledreamy Mix!,Shinkansen Henkei Robo Shinkalion Z the Animation,Duel Masters King!,Uchuu Nanchara Kotetsu-kun,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,Utau Soccer Panda Mifanda,Iii Icecrin,Hyper Positive Yogoremon,Dosukoi Sushi Zumou,Oshiri Tantei 5th Season,Washimo 9th Season,One Piece,Boruto: Naruto Next Generations,Nanatsu no Taizai: Fundo no Shinpan,Detective Conan,"Kumo Desu ga, Nani ka?",Crayon Shin-chan,Kingdom 3rd Season,Pokemon (2019),Dragon Quest: Dai no Daibouken (2020),Digimon Adventure:,Back Arrow,Doraemon (2005),Yu☆Gi☆Oh!: Sevens,Maiko-san Chi no Makanai-san,Tropical-Rouge! Precure,Sazae-san,Nintama Rantarou,Rebirth,Chibi Maruko-chan (1995),D4DJ Petit Mix,Tokyo Gambo,Aikatsu Planet!,Kiratto Pri☆chan Season 3,Ojarumaru,Neko Konogoro,Neko no Robu,Fushigi Dagashiya: Zenitendou,Knyacki!,Aware! Meisaku-kun,Hanakappa,Kirin the Noop,Shimajirou no Wow!,Manul no Yuube,Gohan Kaijuu Pap,Yowamushi Monsters,Norimono Man: Mobile Land no Car-kun,Robot Pulta,Liv & Bell,Konigiri-kun,Beads no Mori no Rabi,Fuwafuwa Hour: Pui Pui & Muu Muu,Keito no Yousei: Knit to Wool,Unicorn no Kyupi,Pakkororin,Reizouko no Tsukenosuke!,Onigiri ni Naritai Cogimyun,Pororo Donghwanala,Gokushufudou,Shuumatsu no Walküre,Shiguang Dailiren,Yasuke,Mini Dragon,Youjo Senki: Sabaku no Pasta Daisakusen,Hetalia World★Stars,Eden (ONA),Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,Etotama: Nyankyaku Banrai,Yoru no Kuni,Chibi Revenger,Artiswitch,Hololive Alternative,Daomu Biji Zhi Qinling Shen Shu,Liang Bu Yi,Wanmei Shijie,Celia-sensei no Wakuwaku Magical Kyoushitsu,Douluo Dalu: Shan Yu Yu Lai,Shi Yi Chang An: Mingyue Jishi You Er,Mi Bao Zhi Guo,Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,Beyblade Burst Dynamite Battle,Wan Jie Du Zun,SD Gundam World Heroes,Blue Reflection Ray!,Wu Shang Shen Di 2nd Season,Mignon,Juan Siliang,Li Linke de Xiao Guaner,Kuang Shen Mo Zun,Xinghe Zhizun,Wan Jie Xian Zong 5th Season,Hua Jianghu: Huan Shi Men Sheng 2nd Season,Zhihao Beipan Diqiule,Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,Tai Yi Xian Mo Lu Zhi Ling Fei Ji IV,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,Oyasumi Sex,J* Fuuzoku Gakuensai,Sakusei Byoutou The Animation,Eroge de Subete wa Kaiketsu Dekiru! The Animation,Netokano,Netoshisu,Bitch na Inane-sama,Kazoku: Haha to Shimai no Kyousei,Shidoukan Day After The Animation,Karada de Kaiketsu Hyakkiya Tantei Jimusho,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Shika no Ou: Yuna to Yakusoku no Tabi,Detective Conan Movie 24: The Scarlet Bullet,Sayonara Watashi no Cramer Movie: First Touch,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Shoujo☆Kageki Revue Starlight Movie,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",Gyokou no Nikuko-chan,Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,Xiyou Ji: Zai Shi Yao Wang,Wonder Egg Priority Special,86 Special Edition: Senya ni Akaku Hinageshi no Saku,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,Jaku-Chara Tomozaki-kun Specials,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",Ani x Para: Anata no Hero wa Dare desu ka,Obey Me!: Makai Dai Ryokou!,Ensemble Stars!! 5th Anniversary Animation PV,JoJo no Kimyou na Bouken (TV),Shingeki no Kyojin Season 3 Part 2,"Komi-san wa, Comyushou desu.",Hitoribocchi no Marumaru Seikatsu,Handa-kun,Koe no Katachi,Koutetsujou no Kabaneri,Code Geass: Hangyaku no Lelouch R2,Vinland Saga
Detective Conan Movie 24: The Scarlet Bullet,0.65,0.72,0.8833,0.8833,0.86,0.72,0.8742,0.8833,0.7933,0.72,0.8833,0.8833,0.825,0.8697,0.86,0.8833,0.86,0.72,0.9,0.86,0.86,0.7667,1.5042,1.4579,0.86,0.8506,0.8521,0.8519,0.86,1.5019,0.9914,0.825,0.86,0.7042,0.86,0.8748,0.86,1.4827,1.5333,1.7826,0.6403,0.86,0.825,0.8,0.7667,0.825,1.5019,0.86,1.5019,1.3991,1.362,0.86,0.7667,0.825,0.86,1.5019,1.6413,0.825,0.825,0.72,0.8833,0.642,0.8563,0.9,0.7122,0.65,0.8833,0.8092,0.7556,0.8683,0.7667,0.86,0.8442,0.86,0.8603,0.86,0.86,0.8164,0.86,0.86,0.825,1.4889000000000001,1.5019,0.86,0.8833,0.825,0.86,0.825,0.72,0.825,0.825,1.4789,0.8833,1.5019,0.65,inf,0.86,0.86,1.4789,inf,inf,1.4049999999999998,1.4049999999999998,1.4049999999999998,inf,0.825,1.4049999999999998,1.362,0.8758,0.7127,0.86,0.86,0.825,0.8156,0.825,1.4632999999999998,0.86,0.72,1.4049999999999998,0.825,1.5133,inf,0.8833,0.86,0.8833,0.86,0.9,1.51,0.8833,0.86,0.65,1.4049999999999998,1.6215,0.825,0.9,0.8833,0.86,1.3936,1.4049999999999998,0.86,0.8833,0.7667,0.7667,1.4049999999999998,0.8833,0.86,0.9125,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8833,0.8833,0.0,1.5333,0.86,1.8083,inf,0.72,0.825,0.86,0.86,0.86,0.72,0.7667,0.86,0.8833,0.8833,1.2913999999999999,0.86,inf,0.8776,0.58,0.8519,0.86,0.8525,0.825,0.7941,0.72,0.72
Sayonara Watashi no Cramer Movie: First Touch,1.5078,0.9903,0.9875,0.825,0.7667,1.335,1.506,1.4503,0.8833,1.4625,0.9857,1.2754,1.6273,1.575,0.75,1.5659,0.7667,1.4625,1.5333,1.5017,1.6242999999999999,0.86,1.5941999999999998,0.825,1.4816,1.5070000000000001,0.9727,0.7667,1.5190000000000001,1.5917,0.635,1.6214,0.9833,1.4971999999999999,1.5030000000000001,1.335,0.7149,1.5917,0.825,1.7417,1.4816,1.65,0.985,0.8833,1.4607,1.285,1.5917,1.5167000000000002,1.5917,1.5917,1.51,1.2727,1.2739,1.285,1.5167000000000002,1.5917,1.7071999999999998,1.285,1.285,1.5664,1.475,0.9993,0.998,1.44,0.9992,0.9864,1.4689,1.5917,0.9956,1.335,0.9875,1.3582999999999998,1.51,1.3582999999999998,1.4625,1.3582999999999998,1.3582999999999998,1.285,1.3582999999999998,1.3518,1.2762,1.5917,1.5917,1.3519999999999999,1.4625,1.285,1.3582999999999998,1.685,1.5398999999999998,1.285,1.285,1.6333,1.4625,1.5917,1.5167000000000002,inf,1.3582999999999998,1.5167000000000002,1.6333,inf,inf,1.5917,1.5917,1.5917,inf,1.285,1.5917,1.51,0.825,1.2689,1.4816,1.3582999999999998,1.285,1.5917,1.285,1.4607,1.4816,1.4625,1.5917,1.285,1.6033,inf,1.6375000000000002,0.7667,1.335,1.4667,0.86,0.65,1.58,1.5190000000000001,0.8833,1.5917,1.9597,1.285,1.44,0.825,1.3582999999999998,1.65,1.5917,1.3582999999999998,0.825,0.86,0.86,1.5917,1.335,1.5167000000000002,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9857,1.335,1.5333,0.0,1.2832999999999999,1.9683,inf,1.335,1.3649,1.5167000000000002,1.3582999999999998,1.4816,1.335,1.2875,0.7667,1.506,1.335,0.65,1.5167000000000002,inf,0.9919,0.9936,1.3582999999999998,1.3582999999999998,1.3326,1.3429,0.9917,1.335,1.5023
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,0.7667,0.825,0.825,1.2979,1.2959,0.825,0.825,1.2981,1.2926,0.825,1.2981,1.2981,1.2919,0.825,1.51,1.2909,1.2824,0.825,0.86,1.3582999999999998,1.2922,0.86,1.3582999999999998,1.2942,1.2981,0.7667,0.7667,1.2942,0.7667,1.2963,1.2921,1.296,0.3,0.825,1.2958,0.5333,1.2921,1.4167,1.5247,1.8114,0.7667,0.7667,1.2961,0.72,1.37,1.4167,1.4167,1.3582999999999998,1.4167,1.29,0.7667,0.7667,0.65,1.2832999999999999,0.7667,1.4167,1.5239,1.4167,1.2812,1.2999999999999998,1.4867,0.72,0.3,0.65,0.825,0.72,1.2983,0.65,0.65,0.5333,0.65,0.7667,1.2897,0.7667,1.298,0.7667,1.51,1.2797,1.51,1.5032999999999999,1.4167,1.4167,1.4167,1.5009000000000001,0.825,1.4167,1.51,1.58,1.2999999999999998,1.4167,1.4167,0.65,0.825,1.4167,0.7667,inf,1.51,0.7667,0.65,inf,inf,1.3,1.3,1.3,inf,1.4167,1.3,0.7667,1.2792999999999999,0.825,1.3582999999999998,0.7667,1.4167,0.65,1.2919,1.2959,1.3582999999999998,0.825,1.3,1.4167,1.3582999999999998,inf,0.825,1.51,0.5333,1.3,0.65,1.475,1.3933,0.7667,0.72,1.3,1.2832999999999999,1.4167,0.65,1.3933,0.7667,1.5334,1.3,0.7667,0.825,1.4165999999999999,1.4165999999999999,1.3,0.5333,1.2961,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.825,0.5333,0.86,1.2832999999999999,0.0,2.2794,inf,0.825,1.3,1.3,0.7667,1.3582999999999998,0.825,0.65,1.3582999999999998,0.825,0.5333,1.58,1.3,inf,0.5333,0.86,1.2962,1.51,1.2962,1.2882,0.8833,0.825,0.5333
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,1.6333,1.9754,2.2697,1.75,2.2657,2.2721999999999998,2.2815,1.7393,1.8266,1.75,1.7277,1.7393,1.9815,1.75,1.6333,1.75,1.6333,1.75,1.8083,1.6333,1.9726,1.9729999999999999,2.3799,2.2572,2.2721999999999998,2.2582999999999998,1.9626,1.623,1.9666,2.2739,2.2397,2.2815,2.2645,2.2781,1.6333,2.2619,1.9758,2.2560000000000002,2.4583,2.8159,2.2815,2.3906,0.9833,1.8433,1.8083,1.2832999999999999,2.2739,1.6333,2.2739,2.2683,2.2533,1.9712999999999998,1.8083,1.2832999999999999,1.6333,2.2739,1.9718,1.2832999999999999,1.2832999999999999,1.75,1.75,1.8433,1.9794,2.275,1.75,1.833,1.75,2.2679,1.8043,2.2708,1.8083,2.2647999999999997,1.6333,2.2432999999999996,1.75,2.2592999999999996,1.6333,1.2832999999999999,1.6244,1.6333,0.988,2.2603,2.2739,1.6333,1.75,1.2832999999999999,1.6333,2.2815000000000003,1.75,1.2832999999999999,1.2832999999999999,2.2833,1.75,2.2739,1.6333,inf,1.6333,1.6333,2.2833,inf,inf,2.2833,2.2833,2.2833,inf,1.2832999999999999,2.2833,2.2833,1.75,2.254,2.4,2.2729,1.2832999999999999,2.2683,1.2832999999999999,2.2458,2.2833,1.7395999999999998,2.2833,1.2832999999999999,2.3906,inf,2.4,1.6333,2.2793,1.6333,2.3843,2.2833,2.4,2.2666,1.8433,2.2833,2.2815,1.2832999999999999,2.3843,2.4583,2.2729,2.2833,2.2833,2.2729,2.3895999999999997,2.4699999999999998,1.8083,2.2833,2.2793,1.6333,1.8433,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.9726,2.2793,1.8083,1.9683,2.2794,0.0,inf,2.448,2.2458,1.6333,2.2729,2.2833,2.448,1.8083,2.3785,2.4583,2.2793,2.273,1.6333,inf,1.9765,1.9777,1.6297000000000001,1.6333,1.6239,2.5167,1.9689999999999999,2.268,2.2754
Shoujo☆Kageki Revue Starlight Movie,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",0.825,0.65,0.86,1.288,0.825,0.3,0.65,1.4969999999999999,0.9,0.86,1.2913999999999999,1.2913999999999999,1.2935,1.5030000000000001,1.37,1.2929,1.37,0.86,0.8833,1.475,1.2913999999999999,0.475,1.475,1.2902,0.825,0.825,0.5333,1.2917,0.825,1.2929,1.2912,1.2897,0.825,0.65,1.3775,0.86,0.825,1.475,1.2875,1.7999999999999998,0.5333,0.825,1.4647000000000001,0.7667,0.8833,1.475,1.475,1.475,1.475,1.4556,1.3933,0.5333,0.8833,1.2889,1.475,1.475,1.295,1.475,1.475,1.44,0.86,0.7667,0.825,0.8833,1.2838,0.9,1.51,0.7667,0.8833,0.86,0.8833,0.825,0.825,0.825,1.51,0.825,1.2948,1.2847,1.3933,1.3933,1.475,1.475,1.475,1.2961,1.346,1.475,1.3933,1.4167,0.86,1.475,1.475,1.4167,1.346,1.475,0.825,inf,1.3933,1.475,1.4167,inf,inf,1.475,1.475,1.475,inf,1.475,1.475,1.3933,1.2955,0.65,0.825,0.825,1.475,0.7667,1.2947,0.86,0.825,0.86,1.475,1.475,1.475,inf,1.51,1.37,0.86,1.3633,0.8833,1.475,0.86,0.825,0.9,1.475,1.5145,1.475,0.8833,0.86,0.825,1.5917,1.475,0.825,0.86,0.8833,0.72,1.475,0.86,1.2812,1.2897,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.86,0.86,0.72,1.335,0.825,2.448,inf,0.0,0.7667,1.3933,0.825,0.825,0.3,0.8833,0.825,0.65,0.86,1.2999999999999998,1.3933,inf,0.86,0.72,1.2952,1.3933,1.2842,0.7667,0.7667,0.3,0.65
Gyokou no Nikuko-chan,1.2923,0.757,0.7667,1.44,0.65,0.7667,1.2893,1.4167,0.86,1.4167,1.2903,1.2999999999999998,0.9906,1.4167,1.3952,1.2921,1.2864,1.4167,1.4867,1.4167,1.2903,0.825,1.4167,1.2903,0.65,1.2793,1.3,0.9864,1.2903,1.3,1.2925,1.2906,1.2857,1.4167,1.3,1.4167,0.65,1.3,1.4167,1.625,0.65,1.4051,1.2625,1.2714,0.825,0.9625,1.3,1.4167,1.3,1.3,1.4167,1.2949000000000002,1.2857,1.2625,1.5793,1.3,1.6423,1.2625,1.2625,1.4167,1.475,0.8593,1.2882,1.293,1.2976,1.2806,1.475,1.2889,1.2877999999999998,1.2735,1.2912,1.2769,1.475,0.9769,1.475,1.2769,1.4167,1.2625,1.4167,1.4167,1.2625,1.3,1.3,1.2933,1.4167,1.2625,1.4167,1.2906,0.7667,1.2625,1.2625,1.5334,1.4167,1.3,1.4167,inf,1.4167,1.5793,1.5334,inf,inf,1.3,1.3,1.3,inf,1.2625,1.3,1.4167,1.4329,0.7667,0.65,1.2769,1.2625,1.2769,1.2625,1.475,0.65,1.4167,1.3,1.2625,1.4167,inf,1.4167,1.4167,1.4167,1.3,1.4867,1.3,1.475,1.2903,1.475,1.3,1.6312,1.2625,1.4769999999999999,0.7667,1.2769,1.4167,1.3,1.2769,1.475,0.825,0.825,1.3,1.4167,1.5917,1.288,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.407,1.4167,0.825,1.3649,1.3,2.2458,inf,0.7667,0.0,1.3,1.2769,0.65,0.7667,1.2993,0.65,1.4167,1.4167,1.3,1.3,inf,1.3959000000000001,0.825,1.2906,1.4167,1.3902,0.3,0.86,0.7667,0.7667
Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,0.7667,1.2885,1.3856,0.825,1.3582999999999998,1.3719000000000001,1.3775,0.5333,0.8833,0.5333,0.5333,0.5333,1.3,0.825,0.7667,0.5333,0.7667,0.5333,0.65,0.7667,1.3582999999999998,1.4165999999999999,1.3582999999999998,0.825,1.3,1.3462999999999998,1.3582999999999998,0.7667,1.3582999999999998,1.2915999999999999,1.2739,1.3,1.3,1.3933,0.3,0.825,1.3582999999999998,1.2824,1.5166,1.6968999999999999,1.3582999999999998,1.3582999999999998,0.65,0.8833,0.65,0.65,1.3,0.7667,1.3,0.65,0.7667,1.3582999999999998,0.65,0.65,0.7667,1.3,1.5222,0.65,0.65,0.5333,0.825,0.72,1.2909000000000002,0.86,0.825,0.72,0.825,1.3,0.65,0.825,0.65,0.7667,0.7667,0.7667,0.825,0.7667,0.7667,0.65,0.7667,0.7667,0.65,1.2833,1.3,0.7667,0.5333,0.65,0.7667,1.3,0.5333,0.65,0.65,1.3,0.5333,1.3,0.7667,inf,0.7667,0.7667,1.3,inf,inf,0.65,0.65,0.65,inf,0.65,0.65,0.7667,0.825,1.2857,1.3582999999999998,0.7667,0.65,1.3,0.65,0.825,0.7667,0.5333,0.65,0.65,1.3582999999999998,inf,1.3933,0.7667,0.825,0.3,0.86,1.4167,0.825,1.3582999999999998,0.8833,0.65,1.5226,0.65,0.86,1.3933,0.7667,1.3582999999999998,0.65,0.7667,0.825,0.86,0.86,0.65,0.825,0.7667,0.72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.825,0.825,0.86,1.5167000000000002,1.3,1.6333,inf,1.3933,1.3,0.0,0.7667,0.7667,1.3933,0.65,1.3582999999999998,1.3933,0.825,1.4167,0.3,inf,1.3243,0.86,0.7667,0.7667,0.7667,1.3,0.8833,1.3885,1.2929
Xiyou Ji: Zai Shi Yao Wang,0.7667,0.825,1.37,1.2885,1.2786,0.825,0.825,0.825,1.2864,0.5333,0.825,0.825,1.2906,1.29,1.3433000000000002,0.825,1.3582999999999998,0.5333,0.86,1.331,1.2857,0.86,1.3582999999999998,0.825,1.2923,0.7667,0.7667,1.2714,0.7667,1.4167,1.2913999999999999,1.475,0.7667,0.825,0.7667,0.5333,1.2909,1.4167,1.3933,1.8601999999999999,0.7667,0.7667,1.2896,0.8833,0.86,1.2625,1.4167,1.3582999999999998,1.4167,0.65,0.7667,0.7667,0.65,1.28,1.3,1.4167,1.2912,1.3,1.3,0.825,1.3933,0.72,0.7667,0.65,1.2956,0.72,1.3933,0.65,0.65,0.5333,0.65,0.3,1.2923,0.3,1.3933,0.3,1.3582999999999998,1.2932,1.3582999999999998,1.3582999999999998,1.3,1.4167,1.4167,1.2913999999999999,0.825,1.3,1.3582999999999998,1.475,0.825,1.3,1.3,1.3,0.825,1.4167,0.7667,inf,1.3582999999999998,1.3,1.3,inf,inf,0.65,0.65,0.65,inf,1.3,0.65,0.7667,1.2925,0.825,1.3582999999999998,0.3,1.3,0.65,1.26,0.825,0.7667,0.5333,0.65,1.3,1.3582999999999998,inf,1.37,1.3582999999999998,0.5333,0.7667,0.65,1.3,0.825,0.7667,0.8833,0.65,1.7117,1.3,0.65,1.3933,0.3,1.5334,0.65,0.3,0.5333,0.86,1.4165999999999999,0.65,0.5333,1.2667,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.5333,0.5333,0.86,1.3582999999999998,0.7667,2.2729,inf,0.825,1.2769,0.7667,0.0,0.7667,0.825,0.65,1.3582999999999998,0.825,0.5333,1.5914,0.7667,inf,0.825,0.65,1.2864,1.3425,1.3396,1.2838,0.72,0.825,0.825
Wonder Egg Priority Special,1.3487,0.825,0.825,1.37,0.7667,0.825,1.4699,0.825,0.8833,0.825,0.825,0.825,1.4705,1.3933,1.3582999999999998,0.825,1.3582999999999998,0.825,0.86,1.3483,1.51,0.86,1.51,0.825,0.7667,1.3376,1.3582999999999998,1.3582999999999998,1.3582999999999998,1.4167,1.4092,1.475,1.3439999999999999,1.37,0.7667,0.825,0.7667,1.4167,1.475,1.7417,0.7667,1.5039,1.3,1.4193,0.65,1.3,1.4167,1.3582999999999998,1.4167,0.65,0.7667,1.3532,0.86,1.3,1.3582999999999998,1.4167,1.6269,1.3,1.3,0.825,1.37,0.72,1.3476,0.86,1.3933,0.8833,1.37,1.4042,0.86,0.825,0.86,0.7667,1.3582999999999998,0.7667,1.37,0.7667,1.3,1.3,1.3,1.3,1.3,1.4167,1.4167,1.3,0.825,1.3,1.3,1.475,0.5333,1.3,1.3,1.4167,0.825,1.4167,1.3582999999999998,inf,1.3,1.3582999999999998,1.4167,inf,inf,0.65,0.65,0.65,inf,1.3,0.65,0.7667,1.37,0.825,0.7667,0.7667,1.3,1.3991,1.3,0.825,0.3,0.825,0.65,1.3,1.51,inf,1.475,1.3582999999999998,0.825,0.7667,0.86,1.4167,0.825,1.3582999999999998,1.4165999999999999,0.65,1.7117,1.3,0.86,0.825,0.7667,1.51,0.65,0.7667,0.825,0.65,0.86,0.65,0.825,1.3472,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.825,0.825,0.86,1.4816,1.3582999999999998,2.2833,inf,0.825,0.65,0.7667,0.7667,0.0,0.825,0.86,0.7667,1.475,0.825,1.4167,0.7667,inf,1.3243,0.65,1.3,1.3,1.3,0.65,0.72,0.825,0.825
86 Special Edition: Senya ni Akaku Hinageshi no Saku,0.825,0.65,0.86,1.288,0.825,0.3,0.65,1.4969999999999999,0.9,0.86,1.2913999999999999,1.2913999999999999,1.2935,1.5030000000000001,1.37,1.2929,1.37,0.86,0.8833,1.475,1.2913999999999999,0.475,1.475,1.2902,0.825,0.825,0.5333,1.2917,0.825,1.2929,1.2912,1.2897,0.825,0.65,1.3775,0.86,0.825,1.475,1.2875,1.7999999999999998,0.5333,0.825,1.4647000000000001,0.7667,0.8833,1.475,1.475,1.475,1.475,1.4556,1.3933,0.5333,0.8833,1.2889,1.475,1.475,1.295,1.475,1.475,1.44,0.86,0.7667,0.825,0.8833,1.2838,0.9,1.51,0.7667,0.8833,0.86,0.8833,0.825,0.825,0.825,1.51,0.825,1.2948,1.2847,1.3933,1.3933,1.475,1.475,1.475,1.2961,1.346,1.475,1.3933,1.4167,0.86,1.475,1.475,1.4167,1.346,1.475,0.825,inf,1.3933,1.475,1.4167,inf,inf,1.475,1.475,1.475,inf,1.475,1.475,1.3933,1.2955,0.65,0.825,0.825,1.475,0.7667,1.2947,0.86,0.825,0.86,1.475,1.475,1.475,inf,1.51,1.37,0.86,1.3633,0.8833,1.475,0.86,0.825,0.9,1.475,1.5145,1.475,0.8833,0.86,0.825,1.5917,1.475,0.825,0.86,0.8833,0.72,1.475,0.86,1.2812,1.2897,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.86,0.86,0.72,1.335,0.825,2.448,inf,0.3,0.7667,1.3933,0.825,0.825,0.0,0.8833,0.825,0.65,0.86,1.2999999999999998,1.3933,inf,0.86,0.72,1.2952,1.3933,1.2842,0.7667,0.7667,0.3,0.65
Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,0.65,0.8833,0.8833,0.8833,1.3233,0.8833,0.8833,0.72,0.9125,0.475,0.72,0.72,1.3,0.72,0.86,0.72,0.86,0.475,0.58,0.86,1.2961,0.9,1.4385000000000001,0.8833,1.2923,0.86,0.86,0.86,0.86,1.4371,1.2877,1.3,0.65,0.8833,0.65,0.475,1.2931,1.2956,1.4393,1.6269,0.86,0.86,0.825,0.65,0.7667,0.825,1.4867,0.86,1.4867,0.825,0.65,0.86,0.3,0.825,0.65,1.4867,1.2959,0.825,0.825,0.72,0.8833,0.44,0.65,0.58,0.72,0.44,0.8833,0.825,0.3,0.475,0.3,0.65,0.86,0.65,0.8833,0.65,0.86,0.825,0.86,0.86,0.825,1.462,1.4867,0.86,0.475,0.825,0.86,1.3,0.72,0.825,0.825,0.825,0.475,1.4867,0.65,inf,0.86,0.65,0.825,inf,inf,0.825,0.825,0.825,inf,0.825,0.825,0.65,0.8833,0.8833,1.3233,0.65,0.825,0.825,0.825,0.8833,0.86,0.475,0.825,0.825,1.44,inf,0.8833,0.86,0.475,0.65,0.58,1.4049999999999998,0.8833,0.86,0.65,0.825,1.4385000000000001,0.825,0.58,1.34,0.65,1.4165999999999999,0.825,0.65,0.72,0.9,0.9,0.825,0.475,0.86,0.65,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.72,0.475,0.7667,1.2875,0.65,1.8083,inf,0.8833,1.2993,0.65,0.65,0.86,0.8833,0.0,1.3226,0.8833,0.475,1.51,0.65,inf,0.72,0.7667,0.86,0.86,0.86,1.2857,0.8,0.8833,0.72
